Anaheim Ducks,,,
Cal Clutterbuck,Canada,15,"1,750,000"
Hudson Fasching,USA,5,"775,000"
Left Defenseman,COUNTRY,Yrs of Exp,Base Salary
Adam Pelech DTD,Canada,7,"5,750,000"
Alexander Romanov,Russia,2,"2,500,000"
Sebastian Aho,Finland,3,"850,000"
Samuel Bolduc,Canada,1,"800,000"
Right Defenseman,COUNTRY,Yrs of Exp,Base Salary
Noah Dobson,Canada,3,"4,000,000"
Ryan Pulock,Canada,7,"6,150,000"
Scott Mayfield,USA,8,"3,500,000"
Goalie,COUNTRY,Yrs of Exp,Base Salary
Ilya Sorokin,Russia,2,"4,000,000"
Semyon Varlamov,Russia,14,"2,750,000"
New York Rangers,,,
Left Wing,COUNTRY,Yrs of Exp,Base Salary
Chris Kreider,USA,10,"3,000,000"
Artemi Panarin,Russia,7,"1,000,000"
Will Cuylle,Canada,1,"775,000"
Jimmy Vesey,USA,6,"800,000"
Center,COUNTRY,Yrs of Exp,Base Salary
Mika Zibanejad,Sweden,11,"1,000,000"
Vincent Trocheck,USA,9,"3,500,000"
Nick Bonino,USA,12,"800,000"
Barclay Goodrow,Canada,8,"5,100,000"
Filip Chytil IR,Czech,5,"3,500,000"
Right Wing,COUNTRY,Yrs of Exp,Base Salary
Blake Wheeler,USA,14,"800,000"
Alexis Lafreniere,Canada,2,"1,650,000"
Kaapo Kakko,Finland,3,"2,400,000"
Tyler Pitlick,USA,8,"787,500"
Left Defenseman,COUNTRY,Yrs of Exp,Base Salary
K'Andre Miller,USA,2,"2,748,000"
Ryan Lindgren DTD,USA,4,"4,000,000"
Zac Jones,USA,2,"800,000"
Right Defenseman,COUNTRY,Yrs of Exp,Base Salary
Jacob Trouba,USA,9,"8,000,000"
Erik Gustafsson,Sweden,6,"825,000"
Braden Schneider,Canada,1,"832,500"
Adam Fox IR-LT,USA,3,"12,000,000"
Goalie,COUNTRY,Yrs of Exp,Base Salary
Igor Shesterkin DTD,Russia,3,"5,000,000"
Jonathan Quick,USA,15,"825,000"
Ottawa Senators,,,
Left Wing,COUNTRY,Yrs of Exp,Base Salary
Brady Tkachuk,USA,4,"10,500,000"
Mathieu Joseph,Canada,4,"2,700,000"
Dominik Kubalik,Czech,3,"2,500,000"
Matthew Highmore,Canada,1,"775,000"
Center,COUNTRY,Yrs of Exp,Base Salary
Josh Norris,USA,2,"6,500,000"
Tim Stutzle,Germany,2,"5,000,000"
Roby Jarventie,Finland,1,"832,500"
Rourke Chartier,Canada,1,"775,000"
Ridly Greig IR,Canada,1,"832,500"
Shane Pinto Out,Canada,2,"832,500"
Right Wing,COUNTRY,Yrs of Exp,Base Salary
Vladimir Tarasenko,Russia,10,"5,000,000"
Claude Giroux,Canada,15,"7,000,000"
Drake Batherson,Canada,4,"5,400,000"
Parker Kelly,Canada,2,"775,000"
Zack MacEwen,Canada,4,"775,000"
Mark Kastelic IR,Canada,1,"800,000"
Left Defenseman,COUNTRY,Yrs of Exp,Base Salary
Jake Sanderson,USA,1,"832,500"
Jakob Chychrun,Canada,6,"4,400,000"
Erik Brannstrom,Sweden,4,"2,000,000"
Tyler Kleven,USA,1,"832,500"
Right Defenseman,COUNTRY,Yrs of Exp,Base Salary
Artem Zub,Russia,2,"4,000,000"
Jacob Bernard-Docker,Canada,1,"785,000"
Travis Hamonic,Canada,12,"1,100,000"
Jacob Larsson,Sweden,2,"775,000"
Thomas Chabot IR-LT,Russia,6,"8,000,000"
Goalie,COUNTRY,Yrs of Exp,Base Salary
Joonas Korpisalo,Finland,7,"4,000,000"
Anton Forsberg,Sweden,7,"2,950,000"
Mads Sogaard,Denmark,1,"832,500"
Philadelphia Flyers,,,
Left Wing,COUNTRY,Yrs of Exp,Base Salary
Cam Atkinson,USA,11,"5,275,000"
Owen Tippett,Canada,3,"1,750,000"
Joel Farabee,USA,3,"2,250,000"
Nicolas Deslauriers,Canada,9,"2,000,000"
Center,COUNTRY,Yrs of Exp,Base Salary
Sean Couturier,Canada,11,"4,000,000"
Morgan Frost,Canada,3,"1,450,000"
Ryan Poehling,Canada,3,"1,400,000"
Noah Cates,USA,1,"2,625,000"
Right Wing,COUNTRY,Yrs of Exp,Base Salary
Tyson Foerster,Canada,1,"832,500"
Travis Konecny,Canada,6,"6,000,000"
Scott Laughton,Canada,9,"3,625,000"
Garnet Hathaway,Canada,7,"1,700,000"
Bobby Brink,USA,1,"832,500"
Left Defenseman,COUNTRY,Yrs of Exp,Base Salary
Cam York,USA,2,"1,300,000"
Nick Seeler,USA,4,"800,000"
Egor Zamula,Russia,1,"775,000"
Marc Staal IR,Canada,15,"1,100,000"
Right Defenseman,COUNTRY,Yrs of Exp,Base Salary
Travis Sanheim,Canada,5,"5,125,000"
Sean Walker,Canada,4,"3,350,000"
Louis Belpedio,USA,1,"775,000"
Rasmus Ristolainen IR-LT,Finland,9,"5,500,000"
Ryan Ellis IR-LT,Canada,12,"7,500,000"
Goalie,COUNTRY,Yrs of Exp,Base Salary
Samuel Ersson,Sweden,1,"800,000"
Carter Hart DTD,Canada,4,"4,479,000"
Felix Sandstrom IR,Sweden,1,"800,000"
Pittsburgh Penguins,,,
Left Wing,COUNTRY,Yrs of Exp,Base Salary
Jake Guentzel,USA,6,"6,000,000"
Reilly Smith,Canada,11,"5,250,000"
Drew O'Connor,USA,2,"925,000"
Matt Nieto,USA,9,"900,000"
Center,COUNTRY,Yrs of Exp,Base Salary
Sidney Crosby,Canada,17,"3,000,000"
Evgeni Malkin,Russia,16,"6,000,000"
Lars Eller,Denmark,13,"1,450,000"
Noel Acciari,USA,7,"1,500,000"
Right Wing,COUNTRY,Yrs of Exp,Base Salary
Bryan Rust,USA,8,"5,125,000"
Rickard Rakell,Sweden,10,"6,000,000"
Radim Zohorna,Czech,1,"775,000"
Vinnie Hinostroza,USA,-,-
Jeff Carter DTD,Canada,17,"3,000,000"
Left Defenseman,COUNTRY,Yrs of Exp,Base Salary
Ryan Graves,Canada,4,"3,750,000"
Marcus Pettersson,Sweden,5,"4,025,175"
Ryan Shea,USA,1,"775,000"
Pierre-Olivier Joseph,Canada,2,"850,000"
Will Butcher IR-NR,USA,5,"775,000"
Right Defenseman,COUNTRY,Yrs of Exp,Base Salary
Kris Letang,Canada,16,"8,000,000"
Erik Karlsson,Sweden,13,"10,500,000"
Chad Ruhwedel,USA,10,"800,000"
Goalie,COUNTRY,Yrs of Exp,Base Salary
Tristan Jarry,Canada,6,"5,300,000"
Magnus Hellberg,Sweden,4,"785,000"
Alex Nedeljkovic IR-LT,USA,4,"1,500,000"
Seattle Kraken,,,
Left Wing,COUNTRY,Yrs of Exp,Base Salary
Jaden Schwartz,Canada,11,"5,500,000"
Jared McCann,Canada,7,"6,000,000"
Eeli Tolvanen,Finland,4,"1,450,000"
Tye Kartye,Canada,1,"775,000"
Center,COUNTRY,Yrs of Exp,Base Salary
Matty Beniers,USA,-,-
Alexander Wennberg,Sweden,8,"5,000,000"
Yanni Gourde,Canada,7,"5,100,000"
Shane Wright,Canada,1,"855,000"
Pierre-Edouard Bellemare,France,8,"775,000"
Right Wing,COUNTRY,Yrs of Exp,Base Salary
Kailer Yamamoto,USA,5,"1,500,000"
Brandon Tanev,Canada,7,"2,500,000"
Oliver Bjorkstrand,Denmark,7,"5,350,000"
Ryan Winterton,Canada,1,"775,000"
Jordan Eberle Out,Canada,12,"3,750,000"
Andre Burakovsky IR,Sweden,9,"6,250,000"
Left Defenseman,COUNTRY,Yrs of Exp,Base Salary
Vince Dunn,Canada,5,"9,000,000"
Jamie Oleksiak,Canada,10,"6,000,000"
Brian Dumoulin,USA,9,"3,300,000"
Jaycob Megna,USA,4,"775,000"
Right Defenseman,COUNTRY,Yrs of Exp,Base Salary
Adam Larsson,Sweden,11,"5,500,000"
Will Borgen,USA,3,"2,500,000"
Justin Schultz,Canada,10,"3,000,000"
Goalie,COUNTRY,Yrs of Exp,Base Salary
Philipp Grubauer,Germany,-,-
Joey Daccord,Canada,1,"1,200,000"
San Jose Sharks,,,
Left Wing,COUNTRY,Yrs of Exp,Base Salary
William Eklund,Sweden,1,"832,500"
Filip Zadina,Czech,4,"1,100,000"
Mike Hoffman,Canada,11,"5,000,000"
Givani Smith,Canada,3,"800,000"
Anthony Duclair DTD,Canada,8,"4,000,000"
Alexander Barabanov IR,Russia,2,"2,000,000"
Mitchell Russell IR-NR,Austria,1,"775,000"
Center,COUNTRY,Yrs of Exp,Base Salary
Tomas Hertl,Czech,9,"7,500,000"
Mikael Granlund,Finland,10,"6,000,000"
Nico Sturm,Germany,4,"2,000,000"
Ryan Carpenter,USA,6,"750,000"
Logan Couture IR,Canada,13,"8,000,000"
Right Wing,COUNTRY,Yrs of Exp,Base Salary
Fabian Zetterlund,Sweden,1,"1,400,000"
Luke Kunin,USA,4,"3,000,000"
Kevin Labanc,USA,6,"5,875,000"
Danil Gushchin,Russia,-,-
Left Defenseman,COUNTRY,Yrs of Exp,Base Salary
Mario Ferraro,Canada,3,"3,250,000"
Marc-Edouard Vlasic,Canada,16,"7,250,000"
Nikita Okhotyuk,Russia,1,"832,500"
Ty Emberson,USA,1,"775,000"
Jacob MacDonald IR,Canada,3,"775,000"
Right Defenseman,COUNTRY,Yrs of Exp,Base Salary
Calen Addison,Canada,2,"825,000"
Kyle Burroughs,Canada,2,"1,100,000"
Jan Rutta,Czech,5,"2,500,000"
Nikolai Knyzhov,Russia,2,"1,100,000"
Matt Benning IR,Canada,6,"1,250,000"
Goalie,COUNTRY,Yrs of Exp,Base Salary
Mackenzie Blackwood,Canada,4,"2,200,000"
Kaapo Kahkonen,Finland,3,"2,900,000"
St. Louis Blues,,,
Left Wing,COUNTRY,Yrs of Exp,Base Salary
Pavel Buchnevich,Russia,6,"6,900,000"
Brandon Saad,USA,11,"5,500,000"
Alexei Toropchenko,Russia,1,"1,250,000"
Sammy Blais,Canada,-,-
Center,COUNTRY,Yrs of Exp,Base Salary
Robert Thomas,Canada,4,"9,000,000"
Brayden Schenn,Canada,13,"8,000,000"
Kevin Hayes,USA,8,"6,500,000"
Oskar Sundqvist,Sweden,7,"775,000"
Nikita Alexandrov,Russia,1,"832,500"
Right Wing,COUNTRY,Yrs of Exp,Base Salary
Kasperi Kapanen,Finland,7,"3,200,000"
Jordan Kyrou,Canada,4,"9,000,000"
Jakub Vrana,Czech,6,"5,750,000"
Jake Neighbours,Canada,1,"832,500"
Left Defenseman,COUNTRY,Yrs of Exp,Base Salary
Nick Leddy,USA,12,"4,500,000"
Torey Krug,USA,11,"8,500,000"
Marco Scandella,Canada,12,"3,000,000"
Tyler Tucker,Canada,1,"800,000"
Joshua Jacobs IR-NR,USA,-,-
Right Defenseman,COUNTRY,Yrs of Exp,Base Salary
Colton Parayko,Canada,7,"8,000,000"
Justin Faulk,Canada,11,"7,900,000"
Scott Perunovich,USA,1,"775,000"
Robert Bortuzzo,Canada,11,"950,000"
Anton Malmstrom IR-NR,Sweden,-,-
Goalie,COUNTRY,Yrs of Exp,Base Salary
Jordan Binnington,Canada,5,"7,500,000"
Joel Hofer,Canada,1,"775,000"
Tampa Bay Lightning,,,
Left Wing,COUNTRY,Yrs of Exp,Base Salary
Brandon Hagel,Canada,3,"2,050,000"
Steven Stamkos,Canada,14,"1,000,000"
Tanner Jeannot,Canada,2,"1,045,000"
Waltteri Merela,Finland,1,"775,000"
Austin Watson,Canada,8,"776,665"
Logan Brown IR-LT,Canada,5,"775,000"
Center,COUNTRY,Yrs of Exp,Base Salary
Brayden Point,Canada,6,"5,000,000"
Nick Paul,Canada,-,-
Anthony Cirelli,Canada,5,"1,625,000"
Luke Glendening,USA,9,"800,000"
Right Wing,COUNTRY,Yrs of Exp,Base Salary
Nikita Kucherov,Russia,8,"5,000,000"
Alex Barre-Boulet,Canada,2,"775,000"
Mikey Eyssimont,USA,-,-
Tyler Motte,Canada,6,"800,000"
Conor Sheary IR,USA,7,"1,500,000"
Left Defenseman,COUNTRY,Yrs of Exp,Base Salary
Victor Hedman,Sweden,13,"8,000,000"
Mikhail Sergachev,Russia,6,"4,550,000"
Calvin de Haan,Canada,10,"775,000"
Haydn Fleury,Canada,5,"775,000"
Right Defenseman,COUNTRY,Yrs of Exp,Base Salary
Nick Perbix,USA,1,"1,032,500"
Darren Raddysh,Canada,1,"775,000"
Philippe Myers,Canada,1,"1,400,000"
Erik Cernak DTD,Slovakia,4,"1,260,000"
Brent Seabrook IR-LT,Canada,14,"2,500,000"
Goalie,COUNTRY,Yrs of Exp,Base Salary
Jonas Johansson,Sweden,2,"775,000"
Matt Tomkins,Canada,1,"775,000"
Andrei Vasilevskiy IR-LT,Russia,8,"4,000,000"
Toronto Maple Leafs,,,
Left Wing,COUNTRY,Yrs of Exp,Base Salary
Matthew Knies,USA,1,"832,500"
Tyler Bertuzzi,Canada,6,"775,000"
Nick Robertson,Canada,0.063,-
Bobby McMann,Canada,1,"775,000"
Center,COUNTRY,Yrs of Exp,Base Salary
Auston Matthews,USA,6,"750,000"
John Tavares,Canada,13,"910,000"
Max Domi,Canada,7,"3,000,000"
David Kampf,Czech,5,"1,050,000"
Right Wing,COUNTRY,Yrs of Exp,Base Salary
Mitchell Marner,Canada,6,"750,000"
William Nylander,Sweden,7,"2,500,000"
Calle Jarnkrok,Sweden,9,"775,000"
Noah Gregor,Canada,3,"775,000"
Ryan Reaves,Canada,12,"1,350,000"
Left Defenseman,COUNTRY,Yrs of Exp,Base Salary
Morgan Rielly,Canada,9,"5,000,000"
Jake McCabe,USA,9,"4,000,000"
William Lagesson,Sweden,2,"775,000"
Simon Benoit,Canada,2,"775,000"
Jake Muzzin IR-LT,Canada,-,-
Right Defenseman,COUNTRY,Yrs of Exp,Base Salary
T.J. Brodie,Canada,12,"7,500,000"
Mark Giordano,Canada,16,"800,000"
John Klingberg,Sweden,8,"4,150,000"
Conor Timmins IR-LT,Canada,3,"1,100,000"
Timothy Liljegren IR-LT,Sweden,3,"1,500,000"
Goalie,COUNTRY,Yrs of Exp,Base Salary
Joseph Woll,USA,1,"775,000"
Ilya Samsonov,Russia,3,"3,550,000"
Martin Jones,Canada,9,"875,000"
Matt Murray IR-LT,Canada,1,"775,000"
Vancouver Canucks,,,
Left Wing,COUNTRY,Yrs of Exp,Base Salary
Ilya Mikheyev,Russia,1,"5,350,000"
Phil Di Giuseppe,Canada,6,"775,000"
Dakota Joshua,Canada,2,"850,000"
Anthony Beauvillier,Canada,6,"4,150,000"
Nils Hoglander,Sweden,1,"1,000,000"
Center,COUNTRY,Yrs of Exp,Base Salary
Elias Pettersson,Sweden,4,"10,250,000"
J.T. Miller,USA,10,"1,000,000"
Pius Suter,Switzerland,2,"1,600,000"
Teddy Blueger,Latvia,-,-
Right Wing,COUNTRY,Yrs of Exp,Base Salary
Andrei Kuzmenko,Russia,1,"3,500,000"
Brock Boeser,Canada,6,"6,650,000"
Conor Garland,Canada,4,"6,000,000"
Sam Lafferty,USA,3,"1,150,000"
Left Defenseman,COUNTRY,Yrs of Exp,Base Salary
Quinn Hughes,USA,4,"8,600,000"
Carson Soucy DTD,Canada,4,"2,500,000"
Ian Cole,USA,12,"3,000,000"
Guillaume Brisebois IR-LT,Canada,3,"775,000"
Right Defenseman,COUNTRY,Yrs of Exp,Base Salary
Filip Hronek,Czech,4,"5,500,000"
Tyler Myers,Canada,13,"1,000,000"
Noah Juulsen,Canada,1,"775,000"
Mark Friedman,USA ,3,"800,000"
Tucker Poolman IR-LT,Canada,1,"3,000,000"
Goalie,COUNTRY,Yrs of Exp,Base Salary
Thatcher Demko,Canada,5,"6,000,000"
Casey DeSmith,USA,4,"1,900,000"
Vegas Golden Knights,,,
Left Wing,COUNTRY,Yrs of Exp,Base Salary
Ivan Barbashev,Russia,6,"3,000,000"
William Carrier,Canada,6,"1,750,000"
Paul Cotter,USA,1,"775,000"
Jonas Rondbjerg,Denmark,1,"775,000"
Center,COUNTRY,Yrs of Exp,Base Salary
Jack Eichel,USA,7,"10,000,000"
Michael Amadio,Canada,5,"775,000"
William Karlsson,Sweden,8,"5,600,000"
Brett Howden,Canada,4,"775,000"
Chandler Stephenson DTD,Canada,7,"3,225,000"
Nicolas Roy IR,Canada,5,"3,500,000"
Right Wing,COUNTRY,Yrs of Exp,Base Salary
Jonathan Marchessault,Canada,9,"3,500,000"
Mark Stone,Canada,10,"6,000,000"
Pavel Dorofeyev,Russia,1,"825,000"
Keegan Kolesar,Canada,3,"1,400,000"
Left Defenseman,COUNTRY,Yrs of Exp,Base Salary
Alec Martinez,USA,13,"4,250,000"
Brayden McNabb,Canada,10,"2,750,000"
Ben Hutton,Canada,7,"900,000"
Nicolas Hague DTD,Canada,3,"775,000"
Right Defenseman,COUNTRY,Yrs of Exp,Base Salary
Alex Pietrangelo,Canada,14,"4,300,000"
Shea Theodore,Canada,7,"5,200,000"
Zach Whitecloud,Canada,4,"3,000,000"
Brayden Pachal,Canada,1,"775,000"
Daniil Miromanov IR-LT,Russia,1,"775,000"
Goalie,COUNTRY,Yrs of Exp,Base Salary
Adin Hill,Canada,5,"1,600,000"
Logan Thompson,Canada,2,"775,000"
Robin Lehner IR-LT,Sweden,9,"6,000,000"
Isaiah Saville IR-NR,USA,1,"775,000"
Washington Capitals,,,
Left Wing,COUNTRY,Yrs of Exp,Base Salary
Alex Ovechkin,Russia,17,"1,000,000"
Sonny Milano,USA,7,"2,350,000"
Aliaksei Protas,Belarus,1,"775,000"
Beck Malenstyn,Canada,1,"775,000"
Hendrix Lapierre,Canada,1,"832,500"
Anthony Mantha IR,Canada,7,"6,500,000"
Max Pacioretty IR-LT,USA,12,"2,000,000"
Center,COUNTRY,Yrs of Exp,Base Salary
Evgeny Kuznetsov,Russia,9,"6,000,000"
Dylan Strome,Canada,6,"4,500,000"
Connor McMichael,Canada,1,"832,500"
Nic Dowd,Canada,7,"1,300,000"
Nicklas Backstrom IR-LT,Sweden,15,"5,000,000"
Right Wing,COUNTRY,Yrs of Exp,Base Salary
Tom Wilson,Canada,-,-
T.J. Oshie,USA,14,"4,000,000"
Matthew Phillips,Canada,1,"775,000"
Nicolas Aube-Kubel,Canada,4,"1,225,000"
Left Defenseman,COUNTRY,Yrs of Exp,Base Salary
Alexander Alexeyev,Russia,1,"775,000"
Rasmus Sandin,Sweden,3,"1,600,000"
Hardy Haman-Aktell,Sweden,-,-
Martin Fehervary IR,Slovakia,2,"2,400,000"
Joel Edmundson IR-LT,Canada,7,"1,187,500"
Right Defenseman,COUNTRY,Yrs of Exp,Base Salary
John Carlson,USA,13,"4,000,000"
Nick Jensen,USA,6,"3,000,000"
Lucas Johansen,Canada,1,"775,000"
Dylan McIlrath,Canada,2,"775,000"
Trevor van Riemsdyk IR,USA,8,"2,750,000"
Goalie,COUNTRY,Yrs of Exp,Base Salary
Darcy Kuemper DTD,Canada,10,"6,000,000"
Charlie Lindgren,Canada,6,"1,100,000"
Hunter Shepard,USA,1,"775,000"
Winnipeg Jets,,,
Left Wing,COUNTRY,Yrs of Exp,Base Salary
Kyle Connor,USA,6,"7,500,000"
Cole Perfetti,Canada,1,"832,500"
Nino Niederreiter,Switzerland,11,"4,000,000"
Morgan Barron,USA,2,"1,300,000"
Center,COUNTRY,Yrs of Exp,Base Salary
Mark Scheifele,Canada,11,"6,000,000"
Vladislav Namestnikov,Russia,9,"2,000,000"
Adam Lowry,Canada,8,"4,500,000"
David Gustafsson,Sweden,3,"775,000"
Right Wing,COUNTRY,Yrs of Exp,Base Salary
Alex Iafallo,USA,5,"4,400,000"
Nikolaj Ehlers,Denmark,7,"6,500,000"
Mason Appleton,Canada,4,"2,250,000"
Rasmus Kupari,Finland,2,"900,000"
Gabriel Vilardi IR,Canada,-,-
Left Defenseman,COUNTRY,Yrs of Exp,Base Salary
Josh Morrissey,Canada,7,"8,000,000"
Brenden Dillon,Canada,11,"2,000,000"
Dylan Samberg,USA,1,"1,300,000"
Logan Stanley,Canada,2,"1,000,000"
Ville Heinola IR-NR,Finland,2,"832,500"
Right Defenseman,COUNTRY,Yrs of Exp,Base Salary
Dylan DeMelo,Canada,7,"3,500,000"
Neal Pionk,USA,5,"7,500,000"
Nate Schmidt,USA,9,"4,950,000"
Declan Chisholm,Canada,1,"775,000"
Goalie,COUNTRY,Yrs of Exp,Base Salary
Connor Hellebuyck,USA,7,"7,500,000"
Laurent Brossoit,Canada,8,"1,750,000"
